,Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago
145,0.7003,Sun Apr 22 04:13:02 +0000 2018,0.0,0.688,0.312,"@CameronEhrlich Hello Cameron, Thanks for reaching out. Are you searching for Basecamp Fitness in the new MINDBODY… https://t.co/PzTWKaFGEA",146
146,0.2263,Sun Apr 22 02:30:00 +0000 2018,0.111,0.645,0.244,Feeling stressed? Here are nine brain fog remedies backed by science to help you out from @bustle https://t.co/jFeQTWYwJW,147
147,-0.25,Sat Apr 21 14:03:59 +0000 2018,0.083,0.917,0.0,@districtRich If you are unsure of the App password you can reset it by tapping on the Forgot Password Link on the… https://t.co/eh3tIO5sdK,148
148,0.7845,Sat Apr 21 14:03:39 +0000 2018,0.0,0.695,0.305,"@districtRich Hello Rich,
Thank you for reaching out today.  Your Login for that you use for the website is differe… https://t.co/dPf7c1K6cr",149
149,0.0,Sat Apr 21 00:00:02 +0000 2018,0.0,1.0,0.0,What are you going to do this weekend to make time for yourself?,150
150,0.9217,Fri Apr 20 20:04:01 +0000 2018,0.0,0.545,0.455,"We're all about self care at MINDBODY. Here are some easy ways to increase your wellness and relax, before or after… https://t.co/SIMGt2uJvo",151
151,0.8334,Fri Apr 20 15:18:49 +0000 2018,0.0,0.472,0.528,@laurabridgman You're very welcome! We're happy to have helped!,152
152,0.7184,Fri Apr 20 11:24:29 +0000 2018,0.0,0.708,0.292,"@AbbeyBMorrow Hi Abbey, thanks for reaching out. Could you please try to uninstall the MINDBODY® app and then reins… https://t.co/OkcBHguBWW",153
153,0.7003,Thu Apr 19 23:29:09 +0000 2018,0.0,0.736,0.264,"@laurabridgman Hi Laura, 

Thank you for reaching out to us today. It sounds like the device you are using may need… https://t.co/ViYaXGwe6o",154
154,0.8832,Thu Apr 19 20:11:44 +0000 2018,0.0,0.437,0.563,"Banana lovers rejoice!
@nytimes looked into the perfect recovery food. https://t.co/tsePiQZ8vH",155
155,0.3291,Thu Apr 19 12:18:23 +0000 2018,0.0,0.857,0.143,"@makinghumans Hi Maria, thanks for reaching out. We have made some changes to the App, but most of the same feature… https://t.co/AMvUn66qlS",156
156,0.5719,Thu Apr 19 12:06:24 +0000 2018,0.0,0.783,0.217,"@meetwithmarc Hi there Marc, thanks for reaching out. While we might not have a direct integration with this busine… https://t.co/9Dzoc0otJD",157
157,0.8588,Wed Apr 18 20:58:51 +0000 2018,0.0,0.628,0.372,"@StevenBrown88 You're welcome, Steven! We're happy to hear you like the new layout. We'll pass this feedback along… https://t.co/RnI38w1ri7",158
158,0.5719,Wed Apr 18 20:45:06 +0000 2018,0.0,0.783,0.217,@StevenBrown88 Thanks for reaching out Steven. We have noticed a few reports of this happening to other clients as… https://t.co/rwVQu3r330,159
159,0.937,Wed Apr 18 16:24:45 +0000 2018,0.0,0.494,0.506,@KennethKosgrove Glad to hear its working. We hope you enjoy our new features! Have a wonderful day and please let… https://t.co/KMOmt4g4Dp,160
160,0.6124,Wed Apr 18 16:09:15 +0000 2018,0.0,0.808,0.192,"@KennethKosgrove Hi Kenneth, we are here to help. May you please check the device for updates? If you are all up to… https://t.co/gFISUsADtr",161
161,0.5848,Tue Apr 17 19:54:39 +0000 2018,0.0,0.799,0.201,It's important to start your day off right! Need some help figuring out how to do this? @juliannehough reveals her… https://t.co/HxerU6F6Yo,162
162,0.7644,Tue Apr 17 10:40:45 +0000 2018,0.0,0.777,0.223,@catmeghan Hi Meghan. We are glad to hear you are able to log in now! If you have any other questions feel free to… https://t.co/LzlgofKDpm,163
163,0.5859,Tue Apr 17 10:06:05 +0000 2018,0.0,0.78,0.22,"@catmeghan Hi Meghan, thank you for those details. Can you please try uninstalling the app, restarting your phone,… https://t.co/5KcUradPnr",164
164,-0.4019,Tue Apr 17 10:00:19 +0000 2018,0.114,0.886,0.0,"@catmeghan Hello Meghan , Can you let us know what is the error you are receiving? is it related to specific busine… https://t.co/4OxIzOLaWG",165
165,0.6908,Tue Apr 17 08:59:44 +0000 2018,0.0,0.739,0.261,"@ReposeStudio If you would like to investigate this further , please DM us with your consent so we can login to you… https://t.co/uXg9YPKi64",166
166,0.6476,Tue Apr 17 08:36:50 +0000 2018,0.0,0.763,0.237,"@ReposeStudio Thank you for contacting us! Seems like your online booking is currently disabled. To enable it , ple… https://t.co/VEWt6FtwWU",167
167,0.6486,Mon Apr 16 17:49:15 +0000 2018,0.124,0.619,0.257,"@kimmanis Hello Kim, we are sorry to hear you are having trouble. We are here to help. Please feel free to DM us if… https://t.co/4Q0Pisp8RY",168
168,0.5994,Mon Apr 16 09:50:03 +0000 2018,0.047,0.764,0.189,"@HayleyAppleford Hello Hayley, Thank you for your feedback and sorry for the long wait today.  Is there anything we can help you from here?",169
169,0.802,Fri Apr 13 13:42:03 +0000 2018,0.0,0.719,0.281,@LoveThaiMassage We are glad to hear things are okay now. Feel free to DM us any question(s) you may have in the fu… https://t.co/d1eOdpaeoX,170
170,0.5562,Fri Apr 13 05:24:39 +0000 2018,0.0,0.813,0.187,"@dkjen Hello Jen,
Thank you for reaching to us! May we have the business name/location where you are trying to book… https://t.co/9jf8wzs2IB",171
171,0.0,Thu Apr 12 20:21:49 +0000 2018,0.0,1.0,0.0,Are you familiar with data-driven marketing? It automatically matches your customers' actions in the system with sm… https://t.co/c0tYW2l7Tp,172
172,0.75,Thu Apr 12 14:22:31 +0000 2018,0.0,0.684,0.316,"@jessie_whitt Hi Jessie, thanks for reaching out! While we have since restored everything to full service, we certa… https://t.co/bRov3u88P0",173
173,0.8746,Thu Apr 12 11:57:50 +0000 2018,0.0,0.63,0.37,@silverSpoon Hi there Andrea!. We greatly appreciate your time and would like to give you the best answer possible.… https://t.co/m27nuI0B8X,174
174,0.7893,Thu Apr 12 09:11:19 +0000 2018,0.106,0.483,0.412,"@nathansldennis Good Morning Nathan, we must say definitely not better than yours! Enjoy your skiing!",175
175,-0.1531,Thu Apr 12 08:40:42 +0000 2018,0.199,0.68,0.121,@silverSpoon Thank you for the confirmation Andrea and sorry for misunderstanding.  Currently we offer only MINDBOD… https://t.co/ATmnpc4Tot,176
176,0.7901,Thu Apr 12 08:31:16 +0000 2018,0.0,0.731,0.269,"@silverSpoon Thank you for your response Andrea! We would love to assist you further, are you looking to combine yo… https://t.co/FvbNGcOF6q",177
177,0.7003,Thu Apr 12 02:07:34 +0000 2018,0.0,0.726,0.274,@glowspanow Thank you for reaching out to us with your concerns. If you would like to have a conversation about you… https://t.co/apAKr3zUj8,178
178,0.5719,Wed Apr 11 19:22:45 +0000 2018,0.0,0.793,0.207,@silverSpoon Thanks for reaching out to us. We can suggest downloading the MINDBODY app to view businesses in your… https://t.co/nv2Qnu5SNa,179
179,0.8555,Wed Apr 11 13:47:58 +0000 2018,0.0,0.62,0.38,"@TringMartialArt Thank you for your kind words, Chris. We appreciate you reaching out and feel to message us any ti… https://t.co/eeQMAki23x",180
180,0.7003,Wed Apr 11 02:06:25 +0000 2018,0.0,0.714,0.286,@blissfulknead Thank you for reaching out to us with your concerns. If you would like to have a conversation about… https://t.co/TsLXpKAgzd,181
181,0.7184,Tue Apr 10 16:52:32 +0000 2018,0.0,0.682,0.318,"@ingridavendano Hi Ingrid, thank you for reaching out. We appreciate your feedback, to unsubscribe to email reminde… https://t.co/Vw43Z3scOo",182
182,0.0,Mon Apr 09 17:40:28 +0000 2018,0.0,1.0,0.0,"@ADARALADY Our integration with Xero terminated in October, 2017. This is when we were unable to offer it to new cl… https://t.co/aVf5hiVJmF",183
183,0.0,Mon Apr 09 17:18:40 +0000 2018,0.0,1.0,0.0,"@ADARALADY Our apologies. We had offered this integration at one time but are unable to continue to do so, though w… https://t.co/SvllMbsAOs",184
184,0.4588,Mon Apr 09 16:57:27 +0000 2018,0.055,0.763,0.182,@LoveThaiMassage Hello and thank you for reaching out. We are sorry to hear you are unable to access your schedule.… https://t.co/pyYhECbiPn,185
185,0.7184,Sat Apr 07 22:36:42 +0000 2018,0.0,0.76,0.24,"@antony_j_smith Hello Antony, we would be happy to call you and more fully answer your questions. Please send us a… https://t.co/kn9743puXz",186
186,0.5106,Sat Apr 07 13:55:06 +0000 2018,0.0,0.788,0.212,"@CRodousakis Hello Chris, thank you for reaching out. On 4/5/18 we were experiencing a system-wide outage that was… https://t.co/hSHhVRQmiF",187
187,0.8176,Sat Apr 07 13:47:01 +0000 2018,0.0,0.612,0.388,"@isthisbeallife Hi Chris, thanks for reaching out. We certainly understand your concerns and can also assure you th… https://t.co/Jw5SzHG1Tl",188
188,0.4588,Sat Apr 07 13:24:57 +0000 2018,0.049,0.789,0.162,"@TzviRaviv Hello Tzvi, thank you for reaching out. We are sorry to hear the impact of the outage on 4/5/18 had on y… https://t.co/x69kvVUTUX",189
189,0.6597,Sat Apr 07 13:19:54 +0000 2018,0.102,0.625,0.273,"@DisappearingInc Hello, thank you for reaching out. We are sorry for the delayed response but hope to connect you w… https://t.co/RcCigE8v4J",190
190,0.4767,Sat Apr 07 13:13:59 +0000 2018,0.131,0.653,0.216,"@barbdurand Hello Barbara, sorry for the delayed response. Good news is that all systems have been restored since t… https://t.co/m0AECXbQXz",191
191,0.8553,Sat Apr 07 13:12:40 +0000 2018,0.0,0.46,0.54,"@Jennifer7London Glad to hear, Jennifer. We hope you enjoy your weekend!",192
192,0.8516,Sat Apr 07 13:06:54 +0000 2018,0.0,0.633,0.367,@Jennifer7London You are welcome! If you need additional support feel free to contact us here or here --&gt; https://t.co/KFuDbLvZDG.,193
193,0.5346,Sat Apr 07 12:53:54 +0000 2018,0.101,0.702,0.197,@glowyoga Hi Glow Yoga &amp; Wellness. Sorry for the delayed response but at this time all systems have been restored s… https://t.co/ugVjl7MPRu,194
194,0.3182,Sat Apr 07 12:49:44 +0000 2018,0.122,0.742,0.135,"@LogicPrep Hi LogicPrep, sorry for the delay but all systems have been restored to full functionality since the out… https://t.co/SJR3DLpHOH",195
195,0.4588,Sat Apr 07 12:45:18 +0000 2018,0.053,0.772,0.175,"@xmarksthescott Hello Scott, thank you for reaching out. We are sorry to hear about the impact of the outage on 4/5… https://t.co/bndqcr9ijG",196
196,0.6124,Sat Apr 07 12:39:41 +0000 2018,0.0,0.75,0.25,"@ADARALADY Hi Julie, thank you for reaching out. The outage that occurred on 4/5/18 has been resolved and all syste… https://t.co/3lRYxlfD74",197
197,0.6124,Sat Apr 07 12:35:45 +0000 2018,0.0,0.75,0.25,"@Gabas_mv Hi Gabriela, thank you for reaching out. The outage that occurred on 4/5/18 has been resolved and all sys… https://t.co/XguFsbXPVD",198
198,0.5106,Sat Apr 07 12:20:18 +0000 2018,0.0,0.798,0.202,"@CoachSantosPN Hello Tommy, thank you for reaching out. After reviewing your account we found that a member of our… https://t.co/PTUSIISatL",199
199,0.6908,Sat Apr 07 12:15:55 +0000 2018,0.0,0.691,0.309,"@Jennifer7London Hello Jennifer, thank you for reaching out. All systems have been restored to full functionality s… https://t.co/284W7ePXUQ",200
200,0.6908,Sat Apr 07 12:08:49 +0000 2018,0.0,0.691,0.309,"@stelllapage Hello Stella, thank you for reaching out. Currently, all systems have been restored to full functional… https://t.co/AAtmKonRAd",201
201,0.8176,Sat Apr 07 12:06:25 +0000 2018,0.0,0.596,0.404,"@gracewenzel Hello Grace, thank you for reaching out. Currently, all systems have been restored to full functionali… https://t.co/ZflH0ZXMYc",202
202,0.6908,Sat Apr 07 12:05:03 +0000 2018,0.0,0.705,0.295,"@Dance101Atlanta Hi Dance 101 Atlanta, thank you for reaching out. Currently, all systems have been restored to ful… https://t.co/vmj1AjVBcp",203
203,0.34,Sat Apr 07 12:03:10 +0000 2018,0.0,0.876,0.124,"@AlphaAnnabelle Hi Annabelle. Currently, all systems have been restored to full functionality since the outage on 4… https://t.co/EmZUrcfXNv",204
204,0.5106,Sat Apr 07 11:59:02 +0000 2018,0.0,0.807,0.193,"@antony_j_smith Hi Antony, thank you for reaching out. To read details about the outage that occurred on 4/5/18 ple… https://t.co/GY1UyjSgNa",205
205,0.5106,Sat Apr 07 11:50:27 +0000 2018,0.0,0.788,0.212,"@TheChadAndrews Hello Chad, thank you for reaching out. The outage that occurred on 4/5/18 was not a security-relat… https://t.co/WAmagF6ktf",206
206,0.7906,Sat Apr 07 11:46:53 +0000 2018,0.0,0.692,0.308,"@CorrieCalamity Hi Corrie, thank you for reaching out. We would be happy to connect you with a member of our Leader… https://t.co/ZLC9XrXcw6",207
207,0.7184,Sat Apr 07 11:41:40 +0000 2018,0.117,0.584,0.299,"@annie_phil Hello Annie, we are sorry for the delayed response and appreciate you reaching out. We would be happy t… https://t.co/ttDSaj1J2g",208
208,0.6597,Sat Apr 07 11:37:00 +0000 2018,0.102,0.625,0.273,"@adorpheus Hello Adrienne, thank you for reaching out. We are sorry for the delayed response but hope to connect yo… https://t.co/A4uTOH8Cob",209
209,0.0772,Sat Apr 07 11:33:02 +0000 2018,0.162,0.701,0.137,"@Rbutleryoga Hello Rebecca, we are sorry to hear the frustration the outage on 4/5/18 has caused. We are happy to c… https://t.co/ZTuC3kqipE",210
210,0.3612,Sat Apr 07 11:24:06 +0000 2018,0.129,0.723,0.149,"@TresBelleSpa Hello Tres Belle Spa, we are sorry for the delayed response. We would be happy to discuss the outage… https://t.co/SSPxVIK6KA",211
211,0.6124,Sat Apr 07 11:18:06 +0000 2018,0.121,0.606,0.273,"@Sculpt360 Hello Sculpt360, thank you for reaching out. We are sorry for the delayed response and hope you will DM… https://t.co/m4hjTZE2hh",212
212,0.8176,Sat Apr 07 11:13:59 +0000 2018,0.0,0.667,0.333,"@DisappearingInc Hello, thank you for reaching out. We would love to connect you with a member of our Leadership Te… https://t.co/l0zEy92JxN",213
213,0.5719,Sat Apr 07 05:58:13 +0000 2018,0.0,0.793,0.207,"@LIFTFIT Thanks for reaching out, we can connect you with a member of our Leadership Team to discuss the inconvenie… https://t.co/B2jbxN8SBQ",214
214,0.4389,Sat Apr 07 05:56:09 +0000 2018,0.0,0.83,0.17,"@LxJaramillo Hello Lex, Thank you for taking the time to reach out to us! We understand how yesterday's outage can… https://t.co/vuJrD4duT4",215
215,0.4389,Sat Apr 07 05:39:45 +0000 2018,0.0,0.822,0.178,"@birdieandbubba Hello Maddy, Thank you for taking the time to reach out to us! We understand how yesterday's outage… https://t.co/v2pAfDXjhS",216
216,0.8176,Sat Apr 07 05:32:04 +0000 2018,0.0,0.638,0.362,@SaludExpress5 Thank you for reaching out. We would love to discuss your concerns regarding yesterday's outage furt… https://t.co/WB2k62bdYe,217
217,0.5584,Sat Apr 07 05:28:18 +0000 2018,0.067,0.757,0.177,@StephaniPerin Hello Stephani. We're very sorry about the impact of this Outage on your business. We'd love to have… https://t.co/cH7onPWQ8T,218
218,-0.1531,Sat Apr 07 05:25:41 +0000 2018,0.078,0.922,0.0,@JustMoveStudio The only autopays that were affected by the event were autopays scheduled to run on 4/6/2018 in our… https://t.co/DV4cKo1C1Z,219
219,0.4389,Sat Apr 07 05:15:31 +0000 2018,0.0,0.83,0.17,@yogashelter Thank you for taking the time to reach out to us! We understand how yesterday's outage can have a nega… https://t.co/XThb0CHN5Z,220
220,0.5584,Sat Apr 07 05:12:22 +0000 2018,0.062,0.775,0.163,@rsmfit Hello Ryan. We're very sorry about the impact of this Outage on your business. We'd love to have a member o… https://t.co/jQIzXeFjsy,221
221,0.7003,Sat Apr 07 04:32:09 +0000 2018,0.0,0.726,0.274,"@mindfulerick Hello Erick, Thank you for reaching out to us with your concerns. If you would like to have a convers… https://t.co/cwsbIFGoU2",222
222,0.5719,Sat Apr 07 04:18:09 +0000 2018,0.0,0.793,0.207,"@McChucklehead Thanks for reaching out, we can connect you with a member of our Leadership Team to discuss the inco… https://t.co/LblBOzLJ2l",223
223,0.8176,Sat Apr 07 04:17:05 +0000 2018,0.0,0.638,0.362,"@DERMASPACE Hello, thank you for reaching out. We would love to discuss your concerns regarding yesterday's outage… https://t.co/nqysLPxlpJ",224
224,0.4389,Sat Apr 07 03:39:56 +0000 2018,0.0,0.83,0.17,"@pilates_pro Hello Susan, Thank you for taking the time to reach out to us! We understand how yesterday's outage ca… https://t.co/bsgfmjIHkt",225
225,0.5719,Sat Apr 07 03:31:13 +0000 2018,0.0,0.793,0.207,"@cthomas823 Thanks for reaching out, we can connect you with a member of our Leadership Team to discuss the inconve… https://t.co/mrvMAL21Wf",226
226,0.8689,Sat Apr 07 03:29:28 +0000 2018,0.0,0.581,0.419,"@CorrieCalamity Hello Corrie, thank you for reaching out. We would love to discuss your concerns further. Please se… https://t.co/p6iDlryo2H",227
227,0.7003,Sat Apr 07 03:26:12 +0000 2018,0.0,0.714,0.286,@uniyogadublin Thank you for reaching out to us with your concerns. If you would like to have a conversation about… https://t.co/5U9zEV8htM,228
228,0.8225,Sat Apr 07 03:24:23 +0000 2018,0.0,0.699,0.301,"@RandyJLaBelle Hello, Randy. Feel free to DM us your name, contact details and the best time to reach out to you so… https://t.co/4GbDcKAtXE",229
229,0.8176,Sat Apr 07 03:19:17 +0000 2018,0.0,0.653,0.347,"@cswin Hello, thank you for reaching out. We would love to discuss your concerns regarding yesterday's outage furth… https://t.co/kAFqZgf58Y",230
230,0.5719,Sat Apr 07 03:06:34 +0000 2018,0.0,0.793,0.207,"@HarmonyDaySpa Thanks for reaching out, we can connect you with a member of our Leadership Team to discuss the inco… https://t.co/RV337as4iw",231
